Title, SN Number, Location, Date, Image # 
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","September 14, 1853",4
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","September 28, 1853",4
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","September 21, 1853",4
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","November 14, 1855",4
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","November 21, 1855",4
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","November 28, 1855",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","December 05, 1855",3
"Vermont phœnix. [volume]",sn98060050,"Brattleboro, Vt.","July 25, 1857",2
"Wilmington journal. [volume]",sn84026536,"Wilmington, N.C.","July 18, 1856",1
"Mineral Point weekly tribune.",sn86086769,"Mineral Point, Wis.","October 04, 1859",2
"The Ottawa free trader. [volume]",sn84038582,"Ottawa, Ill.","September 28, 1849",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","November 07, 1855",2
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","December 08, 1855",2
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","October 27, 1855",3
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","December 06, 1856",3
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","December 10, 1856",3
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","December 13, 1856",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","January 03, 1857",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","February 21, 1857",2
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","December 03, 1856",3
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","December 24, 1856",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","January 07, 1857",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","February 28, 1857",2
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","September 26, 1857",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","September 30, 1857",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","November 04, 1857",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","November 11, 1857",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","December 05, 1857",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","December 09, 1857",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","December 12, 1857",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","December 30, 1857",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","January 06, 1858",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","January 09, 1858",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","January 20, 1858",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","January 27, 1858",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","January 30, 1858",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","February 03, 1858",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","February 06, 1858",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","September 23, 1857",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","October 17, 1857",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","October 28, 1857",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","November 07, 1857",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","January 13, 1858",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","January 23, 1858",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","February 10, 1858",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","June 16, 1860",3
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","June 27, 1860",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","July 04, 1860",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","October 31, 1860",2
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","June 23, 1860",2
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","July 07, 1860",4
"Green-Mountain freeman. [volume]",sn84023209,"Montpelier, Vt.","July 04, 1850",1
"Anti-slavery bugle. [volume]",sn83035487,"New-Lisbon, Ohio","May 06, 1854",3
"Belmont chronicle. [volume]",sn85026241,"St. Clairsville, Ohio","January 17, 1856",2
"Belmont chronicle. [volume]",sn85026241,"St. Clairsville, Ohio","February 16, 1860",2
"The daily union. [volume]",sn82003410,"Washington [D.C.]","April 13, 1852",3
"Raftsman's journal. [volume]",sn85054616,"Clearfield, Pa.","December 23, 1857",4
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","February 22, 1842",2
"The Charlotte journal. [volume]",sn84020716,"Charlotte, N.C.","October 12, 1849",1
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","January 11, 1854",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","July 12, 1854",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","July 19, 1854",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","July 26, 1854",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","August 02, 1854",4
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","August 09, 1854",4
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","August 30, 1854",2
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","August 10, 1853",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","August 17, 1853",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","October 24, 1855",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","October 31, 1855",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","November 07, 1855",4
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","January 16, 1856",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","January 07, 1857",4
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","March 12, 1856",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","January 14, 1857",4
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","December 22, 1858",2
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","July 06, 1859",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","July 13, 1859",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","June 29, 1859",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","August 03, 1859",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","August 10, 1859",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","January 27, 1858",4
"The Evansville daily journal. [volume]",sn82015672,"Evansville, Ia. [i.e. Ind.]","February 15, 1859",3
"The Evansville daily journal. [volume]",sn82015672,"Evansville, Ia. [i.e. Ind.]","August 17, 1853",2
"The Evansville daily journal. [volume]",sn82015672,"Evansville, Ia. [i.e. Ind.]","August 22, 1853",2
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","July 11, 1857",3
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","July 22, 1857",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","August 01, 1857",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","August 08, 1857",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","August 12, 1857",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","July 11, 1857",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","July 15, 1857",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","July 18, 1857",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","July 25, 1857",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","July 29, 1857",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","August 05, 1857",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","August 15, 1857",3
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","August 26, 1857",3
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","September 02, 1857",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","September 09, 1857",1
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","December 03, 1856",3
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","December 10, 1856",3
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","December 17, 1856",4
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","December 24, 1856",1
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","December 31, 1856",1
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","January 07, 1857",1
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","January 14, 1857",1
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","February 18, 1857",4
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","February 25, 1857",4
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","March 04, 1857",4
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","March 11, 1857",4
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","August 19, 1857",1
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","August 26, 1857",3
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","November 07, 1855",2
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","December 12, 1855",4
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","August 31, 1860",3
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","September 14, 1860",2
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","September 28, 1860",3
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","October 05, 1860",3
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","October 26, 1860",4
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","November 02, 1860",4
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","November 09, 1860",4
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","November 16, 1860",4
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","November 23, 1860",4
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","November 30, 1860",1
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","November 30, 1860",4
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","December 07, 1860",4
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","December 14, 1860",4
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","December 21, 1860",4
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","June 29, 1860",2
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","July 13, 1860",2
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","July 27, 1860",3
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","August 03, 1860",3
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","August 10, 1860",3
"Clarksville chronicle.",sn88061076,"Clarksville, Tenn.","August 17, 1860",3
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","February 04, 1858",2
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","March 25, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","April 01, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","April 08, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","April 22, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","May 06, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","June 10, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","May 20, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","May 27, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","July 08, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","March 04, 1858",2
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","March 11, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","July 15, 1858",2
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","September 23, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","September 30, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","August 26, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","September 09, 1858",4
"Bedford inquirer and chronicle. [volume]",sn86083444,"Bedford, Pa.","September 12, 1856",3
"Carroll free press. [volume]",sn83035366,"Carrollton [Ohio]","November 15, 1855",3
"Carroll free press. [volume]",sn83035366,"Carrollton [Ohio]","April 13, 1849",2
"Greenbrier weekly era. [volume]",sn85059652,"Lewisburg, Va. [W. Va.]","September 16, 1854",2
"Bellows Falls times. [volume]",sn84022549,"Bellows Falls, Vt.","December 14, 1860",1
"Bellows Falls times. [volume]",sn84022549,"Bellows Falls, Vt.","December 09, 1859",2
"Cooper's Clarksburg register. [volume]",sn85059716,"Clarksburg, Va. [W. Va.]","September 24, 1858",2
"Daily Iowa State Democrat. [volume]",sn82014134,"Davenport, Iowa","March 05, 1858",2
"The Tipton advertiser. [volume]",sn84027398,"Tipton, Cedar Co., Iowa","June 05, 1858",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 01, 1856",3
"West-Jersey pioneer. [volume]",sn83032103,"Bridgeton, N.J.","March 12, 1859",2
"Des Arc citizen.",sn89051343,"Des Arc, Ark.","February 18, 1859",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","September 06, 1849",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","April 22, 1841",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 05, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 06, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 10, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 20, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 12, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 14, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","April 29, 1841",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","April 01, 1841",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","April 17, 1841",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 07, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","March 20, 1841",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","March 25, 1841",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","March 27, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","January 05, 1846",1
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","October 05, 1859",2
"The weekly Minnesotian. [volume]",sn83016750,"Saint Paul, Minn. Territory","December 23, 1854",4
"Staunton spectator, and general advertiser. [volume]",sn84024719,"Staunton, Va.","October 29, 1846",3
"Staunton spectator, and general advertiser. [volume]",sn84024719,"Staunton, Va.","September 12, 1849",4
"Staunton spectator, and general advertiser. [volume]",sn84024719,"Staunton, Va.","August 15, 1849",3
"Staunton spectator, and general advertiser. [volume]",sn84024719,"Staunton, Va.","August 22, 1849",3
"Staunton spectator, and general advertiser. [volume]",sn84024719,"Staunton, Va.","December 28, 1843",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","July 21, 1852",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","July 28, 1852",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","August 04, 1852",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","May 13, 1857",2
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","September 16, 1857",2
"Martinsburg gazette. [volume]",sn84038468,"Martinsburg, Va. [W. Va.]","March 03, 1842",2
"Richmond daily times. [volume]",sn84024692,"Richmond [Va.]","April 01, 1853",2
"The Arkansas banner. [volume]",sn82007022,"Little Rock, Ark.","October 21, 1843",4
"Kenosha tribune & telegraph. [volume]",sn85040308,"Kenosha, Wis.","April 21, 1859",2
"The Kenosha telegraph and tribune. [volume]",sn85040309,"Kenosha, Wis.","November 03, 1859",3
"Kenosha telegraph. [volume]",sn85040305,"Kenosha, Wis.","May 12, 1854",3
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","December 28, 1858",1
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","July 06, 1860, SEMI-WEEKLY EDITION",1
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","October 05, 1860, SEMI-WEEKLY EDITION",3
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","October 09, 1860, SEMI-WEEKLY EDITION",3
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","October 12, 1860, SEMI-WEEKLY EDITION",3
"Delaware gazette. [volume]",sn83035595,"Delaware, Ohio","September 14, 1860",3
"The New York herald. [volume]",sn83030313,"New York [N.Y.]","October 03, 1844",1
"The New York herald. [volume]",sn83030313,"New York [N.Y.]","November 23, 1858, MORNING EDITION",1
"The daily union. [volume]",sn82003410,"Washington [D.C.]","May 05, 1846",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 14, 1859",3
"New-York daily tribune. [volume]",sn83030213,"New-York [N.Y.]","May 06, 1858, Page 5",5
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","May 06, 1859",1
"The Washington union. [volume]",sn82006534,"City of Washington [D.C.]","June 24, 1858",3
"The Evansville daily journal. [volume]",sn82015672,"Evansville, Ia. [i.e. Ind.]","September 06, 1859",3
"Vermont watchman and State journal. [volume]",sn84023200,"Montpelier, Vt.","April 14, 1854",2
"The republic. [volume]",sn82014434,"Washington [D.C.]","July 12, 1850",3
"New-York daily tribune. [volume]",sn83030213,"New-York [N.Y.]","April 21, 1856, Page 5",5
"Nashville union and American. [volume]",sn85038518,"Nashville, Tenn.","August 29, 1858",3
"The Evansville daily journal. [volume]",sn82015672,"Evansville, Ia. [i.e. Ind.]","March 06, 1856",1
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","October 29, 1841",2
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","June 15, 1849, Page 3",3
"The daily crescent. [volume]",sn82015378,"[New Orleans, La.]","February 06, 1850, Morning",2
"Nashville patriot. [volume]",sn85033711,"Nashville, Tenn.","August 28, 1858",3
"The Evansville daily journal. [volume]",sn82015672,"Evansville, Ia. [i.e. Ind.]","June 13, 1857",3
"The Pacific commercial advertiser. [volume]",sn82015418,"Honolulu, Hawaiian Islands","April 29, 1858",2
"Lewisburg chronicle. [volume]",sn85055197,"Lewisburg, Pa.","May 30, 1856",2
"Lewisburg chronicle. [volume]",sn85055197,"Lewisburg, Pa.","August 07, 1857",3
"The weekly north Iowa times. [volume]",sn84027238,"McGregor, Iowa","September 22, 1858",2
"Semi-weekly North-Carolina standard. [volume]",sn84024518,"Raleigh, N.C.","December 08, 1852",3
"North Carolina standard. [volume]",sn84024517,"Raleigh, N.C.","November 13, 1850",4
"North Carolina standard. [volume]",sn84024517,"Raleigh, N.C.","November 16, 1850",4
"North Carolina standard. [volume]",sn84024517,"Raleigh, N.C.","November 23, 1850",4
"North Carolina standard. [volume]",sn84024517,"Raleigh, N.C.","November 06, 1850",3
"North Carolina standard. [volume]",sn84024517,"Raleigh, N.C.","November 09, 1850",3
"Weekly standard. [volume]",sn83045706,"Raleigh, N.C.","September 28, 1859",4
"Burlington hawk-eye. [volume]",sn82014327,"Burlington, Iowa","October 02, 1851",2
"The Kansas herald of freedom. [volume]",sn82006863,"Wakarusa, Kan. Territory","January 27, 1855",4
"Evening star. [volume]",sn83045462,"Washington, D.C.","July 09, 1855",2
"Evening star. [volume]",sn83045462,"Washington, D.C.","July 13, 1855",3
"Evening star. [volume]",sn83045462,"Washington, D.C.","July 10, 1855",2
"Evening star. [volume]",sn83045462,"Washington, D.C.","July 12, 1855",3
"New-York daily tribune. [volume]",sn83030213,"New-York [N.Y.]","November 14, 1850, Page 7",7
"The weekly Ottumwa courier. [volume]",sn84027352,"Ottumwa, Iowa","February 09, 1860",3
"The Ashland union. [volume]",sn83035173,"Ashland, Ashland County, Ohio","March 28, 1855",2
"The Ashland union. [volume]",sn83035173,"Ashland, Ashland County, Ohio","May 28, 1856",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 14, 1855",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 27, 1854",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 29, 1854",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 15, 1854",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 18, 1854",1
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 05, 1854",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 08, 1854",1
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 05, 1854",1
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 22, 1854",1
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 25, 1854",1
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 29, 1854",1
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 13, 1854",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","October 02, 1854",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","January 07, 1853",1
"Daily American organ. [volume]",sn85042002,"Washington, D.C.","July 19, 1855",3
"Daily American telegraph. [volume]",sn82014593,"Washington [D.C.]","October 05, 1852",1
"Nebraska advertiser. [volume]",sn84020109,"Brownville, Nemaha County, N.T. [Neb.]","February 16, 1860",3
"Edgefield advertiser. [volume]",sn84026897,"Edgefield, S.C.","November 17, 1858",2
"The Cadiz Democratic sentinel. [volume]",sn84028794,"Cadiz, Ohio","October 11, 1854",2
"The Cadiz Democratic sentinel. [volume]",sn84028794,"Cadiz, Ohio","January 26, 1859",1
"Burlington free press. [volume]",sn84023127,"Burlington, Vt.","August 05, 1859",1
"Vermont watchman and State journal. [volume]",sn84023200,"Montpelier, Vt.","April 01, 1852",1
"Southern standard. [volume]",sn83016866,"Columbus, Miss.","August 28, 1852",2
"The Ripley advertiser. [volume]",sn84020048,"Ripley, Miss.","January 31, 1856",2
"The Lancaster gazette.",sn87070038,"Lancaster, Ohio","April 13, 1849",1
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","June 08, 1853",2
"Cooper's Clarksburg register. [volume]",sn85059716,"Clarksburg, Va. [W. Va.]","April 20, 1853",3
"Cooper's Clarksburg register. [volume]",sn85059716,"Clarksburg, Va. [W. Va.]","May 04, 1853",3
"Iowa capitol reporter. [volume]",sn82014116,"Iowa City, Iowa","January 24, 1849",2
"Wilmington journal. [volume]",sn84026536,"Wilmington, N.C.","September 26, 1856",1
"Wilmington journal. [volume]",sn84026536,"Wilmington, N.C.","September 19, 1856",1
"Wisconsin tribune.",sn86086768,"Mineral Point, Wis.","January 19, 1849",2
"Mineral Point tribune. [volume]",sn85033189,"Mineral Point, Wis.","September 02, 1856",2
"Vermont watchman and State journal. [volume]",sn84023200,"Montpelier, Vt.","May 06, 1852",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","October 07, 1857",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","January 16, 1858",1
"Wheeling daily intelligencer. [volume]",sn86092535,"Wheeling, Va. [W. Va.]","August 26, 1858",2
"Wheeling daily intelligencer. [volume]",sn86092535,"Wheeling, Va. [W. Va.]","August 25, 1858",2
"The daily union. [volume]",sn82003410,"Washington [D.C.]","October 03, 1855",2
"Glasgow weekly times.",sn86063325,"Glasgow, Mo.","August 23, 1855",3
"Glasgow weekly times.",sn86063325,"Glasgow, Mo.","August 26, 1858",3
"The daily crescent. [volume]",sn82015378,"[New Orleans, La.]","March 23, 1848, Morning",2
"New-York daily tribune. [volume]",sn83030213,"New-York [N.Y.]","August 30, 1842",1
"The North-Carolinian. [volume]",sn84020750,"Fayetteville [N.C.]","August 30, 1856",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","June 06, 1855",4
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","May 30, 1855",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","June 13, 1855",4
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","June 20, 1855",4
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","June 27, 1855",4
"Edgefield advertiser. [volume]",sn84026897,"Edgefield, S.C.","January 12, 1853",3
"Edgefield advertiser. [volume]",sn84026897,"Edgefield, S.C.","September 04, 1851",2
"The Highland weekly news. [volume]",sn85038158,"Hillsborough [Hillsboro], Highland County, Ohio","November 03, 1859",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","August 05, 1857",2
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","November 05, 1856",2
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","August 05, 1857",2
"The North-Carolina standard. [volume]",sn85042147,"Raleigh, N.C.","April 10, 1839",4
"The North-Carolina standard. [volume]",sn85042147,"Raleigh, N.C.","May 08, 1839",4
"The North-Carolina standard. [volume]",sn85042147,"Raleigh, N.C.","June 05, 1839",4
"The North-Carolina standard. [volume]",sn85042147,"Raleigh, N.C.","June 19, 1839",4
"The North-Carolina standard. [volume]",sn85042147,"Raleigh, N.C.","July 03, 1839",4
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","November 06, 1850",3
"The Kansas herald of freedom. [volume]",sn82006863,"Wakarusa, Kan. Territory","July 23, 1859",1
"The Kansas herald of freedom. [volume]",sn82006863,"Wakarusa, Kan. Territory","August 13, 1859",1
"Fayetteville observer. [volume]",sn85033395,"Fayetteville, Tenn.","June 01, 1854",2
"The Cass County Republican. [volume]",sn85033611,"Dowagiac, Mich.","June 09, 1859",3
"The primitive Republican.",sn87065038,"Columbus, Miss.","January 01, 1852",3
"Indiana State sentinel. [volume]",sn82015677,"Indianapolis","January 08, 1846",4
"The Bedford gazette. [volume]",sn82005159,"Bedford, Pa.","September 26, 1856",2
"Carroll free press. [volume]",sn83035366,"Carrollton [Ohio]","June 16, 1853",2
"The Ohio star. [volume]",sn83035044,"Ravenna, Ohio","March 15, 1854",2
"The Tipton advertiser. [volume]",sn84027398,"Tipton, Cedar Co., Iowa","March 27, 1858",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 02, 1854",2
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","February 27, 1854",2
